"Plot Title: Site 3"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 20468803, SEN S/N: 20462385)","Water Content, m³/m³ (LGR S/N: 20468803, SEN S/N: 20471697)"
1566,08/02/19 07:51:17 PM,66.087,0.1709
1567,08/02/19 08:51:17 PM,65.788,0.1695
1568,08/02/19 09:51:17 PM,65.444,0.1695
1569,08/02/19 10:51:17 PM,65.102,0.1695
1570,08/02/19 11:51:17 PM,64.760,0.1695
1571,08/03/19 12:51:17 AM,64.375,0.1689
1572,08/03/19 01:51:17 AM,64.033,0.1689
1573,08/03/19 02:51:17 AM,63.689,0.1689
1574,08/03/19 03:51:17 AM,63.347,0.1685
1575,08/03/19 04:51:17 AM,63.048,0.1685
1576,08/03/19 05:51:17 AM,62.748,0.1695
1577,08/03/19 06:51:17 AM,62.490,0.1699
1578,08/03/19 07:51:17 AM,62.276,0.1689
1579,08/03/19 08:51:17 AM,62.319,0.1689
1580,08/03/19 09:51:17 AM,62.704,0.1681
