Compound	Type	Source	3-1_R	3-2_R	3-3_R	6-1_R	6-2_R	6-3_R	7-1_R	7-2_R	7-3_R	9-1_R	9-2_R	9-3_R	20-1_R	20-2_R	20-3_R	22-1_R	22-2_R	22-3_R	24-1_R	24-2_R	24-3_R	31-1_R	31-2_R	31-3_R	41-1_R	41-2_R	41-3_R	50-1_R	50-2_R	50-3_R	58-1_R	58-2_R	58-3_R	100-1_R	100-2_R	100-3_R	MS-1_S	MS-2_S	MS-3_S	MS-4_S	MS-5_S	MS-6_S	MS-7_S	MS-8_S	MS-9_S	MS-10_S	MS-11_S	MS-12_S	MS-13_S	MS-14_S	MS-15_S	MS-16_S	MS-17_S	MS-18_S	MS-19_S	MS-20_S	MS-21_S	MS-22_S	MS-23_S	MS-24_S	MS-25_S	MS-26_S	MS-27_S	MS-28_S	MS-29_S	MS-30_S	MS-31_S	MS-32_S	MS-33_S	MS-34_S	MS-35_S	MS-36_S	MS-37_S	MS-38_S	MS-39_S	MS-40_S	MS-41_S	MS-42_S	MS-43_S	MS-44_S	MS-45_S	MS-46_S	MS-47_S	MS-48_S	MS-49_S	MS-50_S	MS-51_S	MS-52_S	MS-53_S	MS-54_S	MS-55_S	MS-56_S	MS-57_S	MS-58_S	MS-59_S	MS-60_S	MS-61_S	MS-62_S	MS-63_S	MS-64_S	MS-65_S	MS-66_S	MS-67_S	MS-68_S	MS-69_S	MS-70_S	MS-71_S	MS-72_S
"Phenol, 3,4-dimethyl-"	Aromatic	Aromatic	0.004284039	0.006665392	0.003319317	0.00937349	0.008390529	0.008366156	0.006571002	0.007810485	0.008723531	0.007821006	0.012795419	0.012233735	0.010171356	0.007437871	0.004099738	0.006233034	0.006238424	0.006331471	0.006796292	0.006951894	0.008699904	0.007583846	0.009013933	0.009715775	0.008503288	0.007748085	0.010650297	0.010238027	0.004702744	0.010048057	0.01255912	0.012913132	0.009401908	0.013148001	0.013025569	0.012526186	0.022195987	0.018826016	0.006553688	0.015472012	0.022754265	0.01499318	0.017519643	0.015728256	0.010996305	0.015195341	0.013958281	0.011277016	0.017760623	0.015941366	0.015582909	0.014196499	0.014951478	0.015174142	0.013549074	0.014153875	0.013834741	0.007994438	0.014410438	0.011532564	0.014233162	0.015613013	0.012388695	0.01465666	0.013863335	0.013413986	0.011690609	0.016073348	0.01425795	0.014978692	0.015750679	0.013760309	0.015225134	0.017252783	0.014261155	0.013550716	0.016334048	0.015023506	0.013937014	0.015526497	0.01524719	0.01673544	0.014124405	0.018146572	0.014867214	0.014141998	0.014460722	0.011833878	0.006317211	0.015219186	0.017055042	0.016663844	0.015802266	0.018048976	0.016079221	0.014338716	0.015773101	0.013062586	0.007911439	0.015218715	0.016294379	0.006172176	0.012937002	0.018074066	0.010136526	0.016205157	0.01287176	0.019090063
"Phenol, 3-methyl-"	Aromatic	Aromatic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000587495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002504783	0	0	0	0	0	0	0	0	0	0	0.000544471	0	0	0	0	0	0	0	0
p-Xylene	Aromatic	Aromatic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002321585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1,2-Benzenediol, 4-methyl- (Homocatechol)"	Aromatic	Lignin	0	0	0	0.002772991	0.005631825	0	0.003772496	0.006106379	0	0	0	0.002615317	0.001728007	0	0.00302086	0	0	0	0.001973494	0	0	0	0	0	0	0	0.005565123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2-Propanone, 1-(4-hydroxy-3-methoxyphenyl)- (Guaiacylacetone)"	Aromatic	Lignin	0.027142027	0.016029993	0.028602624	0.01092272	0.017543833	0.013175536	0.011111715	0.019597218	0.02352756	0.020514115	0.064101322	0	0.017982509	0.017041804	0.017759999	0.072523769	0.01669104	0.019129126	0.017866541	0.016241592	0.016772543	0.016870187	0.041174757	0.018816398	0	0.018091976	0.019083686	0.019069302	0.016467521	0.016442275	0.063161757	0.018244891	0.018446781	0.016856411	0.017394393	0.01819446	0.014775723	0.008669876	0.006475899	0.005711145	0.009223876	0.018257824	0.006107876	0.004077082	0.005593417	0.003126398	0.004858029	0.004718923	0.005328187	0.003181357	0.002967384	0.001702218	0.001593884	0.003165256	0.004417855	0.005372976	0.003154321	0.004307506	0.00311412	0.002626965	0.01109205	0.007823777	0.007124692	0.005380752	0.008046551	0.006214091	0.006528351	0.00710469	0.006841902	0.007529056	0.00834786	0.004637376	0.001433357	0.007436544	0.004296062	0.004620794	0.003399248	0.006381544	0.010410343	0.006651993	0.008348404	0.005669931	0.011713338	0.008168875	0.002737526	0.003779327	0.004032141	0.002579469	0.004125526	0.00224065	0	0.007521495	0.014222039	0	0	0.002917617	0	0	0	0	0	0.002694044	0.005371504	0	0	0	0	0
"Benzaldehyde, 4-hydroxy-3,5-dimethoxy- (Syringaldehyde)"	Aromatic	Lignin	0	0.005104626	0	0.003762415	0.002529872	0	0	0	0.003987463	0	0	0	0	0.002054573	0	0	0.002403036	0.003125322	0.003047822	0.002731541	0	0	0	0	0	0	0	0.005845835	0.005842803	0.005041595	0	0.003064433	0.004581942	0.004557974	0	0.004506628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001494913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Benzaldehyde, 4-hydroxy-3-methoxy- (Vanillin)"	Aromatic	Lignin	0	0.015313877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002465232	0	0.007345629	0	0	0.006083478	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007582279	0	0.005425753	0	0	0	0.005675884	0.013142789	0.014561938	0.010252489	0.0081697	0.00914745	0	0.004166886	0.011339053	0.003864035	0.007179531	0.005296635	0.011066801	0.011762832	0.00694504	0	0.010716237	0	0	0	0.012436405	0	0	0	0	0.020260523	0	0	0	0	0.012670466	0	0.010083197	0.013008687	0	0.006560724	0	0	0.012260627	0	0	0	0.005430539	0	0.008742414	0.004163353	0.005175325	0	0.010204026	0	0.023703398	0.010181474	0.010418454	0.005910045	0.012038465	0.01040646	0.024478462	0.023064387	0.007364213	0.006312909	0.011102369	0.014031183	0.015691217	0	0	0
"Benzeneacetic acid, 4-hydroxy-3-methoxy- (Homovanillic acid)"	Aromatic	Lignin	0.002772888	0.001417543	0.004519921	0.003944677	0.004563939	0.000539702	0.007723328	0.005325331	0.004399959	0.001510067	0.000857169	0.007226208	0.003146939	0.000630706	0.002821682	0.009474879	0.005397953	0.003462102	0.00152975	0.004257266	0.00381814	0.006345667	0.004432778	0.000591631	0.002359626	0.003723276	0.003051104	0.001797516	0.000753706	0.0004093	0.004284015	0.000651856	0.002722388	0.004949042	0.006202652	0.00597618	4.35819E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002821997	0	0	0	0	0	0	0	0.000272681	4.22743E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Benzoic acid, 4-hydroxy-3-methoxy-Vanillic acid)"	Aromatic	Lignin	0.020539912	0.022217974	0.022246485	0.017184732	0.015891153	0.010546615	0.010041698	0.0144849	0.010388793	0.007222678	0.007751788	0.010114213	0.021354229	0.016245458	0.017759999	0.01408699	0.012192746	0.012730299	0.0134291	0.012919448	0.011999868	0.008543434	0.013632183	0.013605703	0.00919391	0.008062728	0.011164528	0.020476054	0.020901084	0.022309497	0.012430966	0.012116025	0.018595545	0.013404218	0.01279634	0.01392576	0.004649816	0.003649605	0.001724962	0.000983875	0.004581396	0.002611715	0.00391192	0.004358832	0.002953215	0.002253102	0.003065348	0.005033518	0.002568685	0.004339786	0.003249202	0	0	0.001442657	0.001041668	0.004369837	0	0	0	0.001714048	0.006024554	0.004939515	0.004341609	0.002590732	0.005215716	0.006319713	0.005569459	0.004713948	0.003094007	0.005003487	0.004751455	0.003174394	0.001304767	0.003361318	0.002111123	0.00453949	0.002781203	0.003087399	0.003332764	0.00464707	0.003982084	0.005962572	0.004497238	0.002275615	0	0	0	0	0.00208118	0.001144455	0.003244264	0	0	0.000643888	0.002687212	0.001695709	0.004777831	0.001316169	0	0	0.002772161	0	0.002099426	0.001541052	0.002432139	0.004573638	0.005037487	0
"Benzoic acid, methyl ester"	Aromatic	Lignin	0	0	0	0	0	0	0	0	0	0.000424528	0	0.000127667	0.000109019	0	0	0	0	0	0	0	0	0.000283233	0.0003932	0.000472219	0	0	0.000185123	0	0	0	0	0	0	0	0	0.000253323	0	0	0	0	0	0.000310746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001146471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ethanone, 1-(4-hydroxy-3,5-dimethoxyphenyl)- (Acetosyringone)"	Aromatic	Lignin	0	0	0	0	0.001322144	0.001809317	0	0	0	0	0.003118107	0.004598496	0.006701294	0.005462933	0.005162018	0.005631454	0.004995474	0.002209279	0.00532493	0.006422811	0.00601357	0.00453483	0.018027866	0.006332442	0	0.005611134	0.001020463	0.007080651	0.00796458	0.006921214	0.005620481	0.005296332	0.005950575	0.006661654	0.006795949	0.006969878	0.008359948	0	0.006378664	0	0.005161706	0	0.009731802	0	0.006137789	0.006567182	0.006582287	0.013914772	0.00440346	0.005325315	0.007045464	0.003625724	0.004753442	0	0.001728726	0	0.003486355	0.002190257	0.003495753	0.003390835	0.00752149	0.005060412	0.005836522	0.004909709	0.009384412	0.007956853	0.011388492	0	0.011100149	0.014248024	0	0.008639873	0.002897576	0.007302687	0.00504898	0.01382173	0.004635338	0.008876273	0.004823419	0.006916208	0.005571425	0.004407914	0	0	0	0.001713759	0.002822498	0	0.00550684	0.001878699	0	0	0	0	0	0.000566068	0.000573757	0	0	0	0	0	0	0	0	0.000278038	0	0
"Ethanone, 1-(4-hydroxy-3-methoxyphenyl)-  (Acetovanillone)"	Aromatic	Lignin	0.015698361	0.027910183	0.015554884	0.028901595	0.02123058	0.015185888	0.023595246	0.023005429	0.021694244	0.035757242	0.023230518	0.028384248	0.021354229	0.023253303	0.028880747	0.026903979	0.027344896	0.033947464	0.02884337	0.029161041	0.029590584	0.021049041	0.02170021	0.028586451	0.032660682	0.031202103	0.029711128	0.023289558	0.018525961	0.019147521	0.022335462	0.027633039	0.02216589	0.029667284	0.027102891	0.027431648	0.020251813	0.012319481	0.01614113	0.020715882	0.025197676	0.128167506	0.023159528	0.027346282	0.020413932	0.010095296	0.010660295	0.026377569	0.012505827	0.017981584	0.014256704	0.003608702	0.015233582	0.005217106	0.01728726	0.018001531	0.009020251	0.0123567	0.014257785	0.011793398	0.027239327	0.025733838	0.018447864	0.026269663	0.022297672	0.022004571	0.023249863	0.023232067	0.022487371	0.031132805	0.029401268	0.017252142	0.010938779	0.018145168	0.014364497	0.02384926	0.008034586	0.014058694	0.080834679	0.029374455	0.028119103	0.021033614	0.044288388	0.028785559	0.012263226	0.012330707	0.015597053	0.012738954	0.016115335	0.011186016	0	0	0.07140283	0.012455202	0.010110085	0	0.011141317	0.008364812	0.005992327	0.007240705	0.004380437	0.006855739	0	0.026001287	0.039228042	0.019742323	0.050538422	0.01362535
Ethylphenol	Aromatic	Lignin	0.009492374	0.010135803	0.010999651	0.009829146	0.012611219	0.011505398	0.012826485	0.011176094	0.013001269	0.013889765	0.00119134	0.001115538	0.000918794	0.010002106	0.010788785	0.012599752	0.009766034	0.010507548	0.010474698	0.012427279	0.013349853	0.015012919	0.012630635	0.011995454	0.014819604	0.001638766	0.000794201	0.001100393	0.010165527	0.001138311	0.00066091	0.001030925	0.000572743	0.001165115	0.001070632	0.001861433	0.00200898	0.001948658	0.002917072	0.002538864	0.00232124	0.002164338	0.003299933	0.001972247	0.001265664	0.002969205	0.002203219	0.001766571	0.003141135	0.003094907	0.002022463	0.004510878	0.002679982	0.002815328	0.006412539	0.012243789	0.001909194	0.005566903	0.007296811	0.006092324	0.008466277	0.006683889	0.002655856	0.002192158	0.010315097	0.001760366	0.002482613	0.008549941	0.002615552	0.006988997	0.002178844	0.003712661	0.001380206	0.001725278	0.001520599	0.002886302	0.002898926	0.001778011	0.00127251	0.001818419	0.007038508	0.008376865	0.007900091	0.001178652	0.002336912	0.012173961	0.002969122	0.012060147	0.012542335	0.002395772	0.006760394	0.006228453	0.010022733	0.018572135	0.007885426	0.004925037	0.002691442	0.003726504	0.006305652	0.004518351	0.011533034	0.01451567	0.014620325	0.007245481	0.006762914	0.007238852	0.006215081	0.008364653
"Phenol, 2,6-dimethoxy- (Syringol)"	Aromatic	Lignin	0.015698361	0.015258791	0.016932047	0.014580985	0.012967181	0.007995014	0.010274907	0.013391432	0.009930464	0.007008989	0.006695855	0.009791946	0.01784202	0.01298044	0.013726654	0.011914619	0.011955993	0.011234994	0.012144577	0.012230411	0.010718064	0.014564079	0.00877282	0.0108918	0.009237074	0.011576242	0.009610407	0.014802155	0.017259228	0.017566533	0.009739726	0.009795558	0.013656569	0.011408419	0.010814188	0.013631849	0.01095218	0.003666119	0.003033755	0.003842043	0.004077442	0.007931876	0.008951818	0.006612828	0.003293448	0.00431408	0	0.012946788	0.004065862	0.002679948	0.003133159	0.002093728	0.004908599	0.001940509	0.001906031	0.003188057	0.001881525	0	0	0.001333977	0.009165666	0.008445535	0.006806626	0.003224828	0.008705787	0.006143676	0.019571919	0.013263889	0.010382467	0.015661707	0.013650589	0	0.002777558	0.009801365	0.001067372	0.009539704	0.005591836	0.006781252	0.006483741	0.008921131	0.005414237	0.006054023	0.006019117	0.003987189	0.003026858	0.002037702	0.001748483	0.002108829	0.004162361	0.002550894	0.002754906	0	0	0.002354214	0.001720256	0.001496214	0.004548328	0	0.004053633	0.001754406	0.00289913	0.002111005	0.003555784	0.002536711	0	0.010085037	0.010058618	0.005552148
"Phenol, 2,6-dimethoxy-4-(2-propenyl)- (Methoxyeugenol)"	Aromatic	Lignin	0.034330996	0.042966992	0.041491461	0.031505342	0.029239721	0.023814936	0.018519525	0.023573465	0.020319257	0.011510698	0.013913465	0.017228867	0.041444063	0.022456957	0.028216821	0.026402662	0.02225472	0.028963114	0.026741424	0.028299744	0.026590617	0.027394708	0.0237404	0.028405524	0.011438433	0.019402988	0.018626592	0.038763828	0.041802167	0.040930021	0.021603152	0.02586169	0.037786148	0.028318771	0.022113802	0.030090838	0.004163773	0.004623934	0.005659119	0.005581347	0.005451861	0.008306705	0.011111774	0.010242426	0.007403453	0.005606557	0.007143356	0.010284832	0.01125818	0.01180906	0.011173277	0.004357678	0.005233017	0.003244785	0.004181448	0.005372976	0	0.005895442	0.005388649	0.002571072	0.009018426	0.005129496	0.005947846	0.002608849	0.009209908	0.004400914	0.020228695	0.013047777	0.011036355	0.010610568	0.011878637	0.015871971	0.005109335	0.005651774	0.002790226	0.008997675	0.013847152	0.009965133	0.001854229	0.003792258	0.003266008	0.001801575	0	0.009277508	0.000901381	0.004406312	0.004801913	0.004932668	0.008214216	0.002792195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phenol, 2-methoxy- (Guaiacol)"	Aromatic	Lignin	0.049589216	0.042966992	0.048024159	0.069910615	0.068649781	0.043609169	0.061457385	0.052685273	0.051943965	0.054276929	0.047330627	0.062841982	0.04846848	0.048577105	0.053279998	0.051635586	0.058359453	0.057791515	0.062124182	0.060536844	0.053044871	0.041633765	0.05044835	0.04324153	0.066040761	0.064108522	0.063536104	0.050799371	0.038318653	0.046024316	0.05620481	0.052609055	0.040315142	0.05946942	0.0636446	0.06158125	0.024140161	0.019486578	0.010890401	0.00942339	0.0277938	0.096851106	0.028319423	0.024694521	0.022999697	0.013204228	0.016968891	0.03303246	0.01125818	0.014316108	0.014820341	0.012630458	0.01509253	0.009813885	0.017435014	0.016352535	0.00933845	0.013707359	0.016639171	0.013153458	0.032270014	0.016113873	0.017493664	0.02047222	0.020164852	0.021828534	0.042427717	0.036874152	0.032694405	0.030020919	0.03570154	0.029259633	0.012824775	0.019483746	0.014910731	0.033334761	0.019424273	0.01640181	0.088833313	0.032638283	0.030040284	0.031276069	0.056600218	0.02742408	0.019095913	0.015047643	0.016825023	0.012399551	0.01443934	0.016546341	0.015043236	0.019304562	0.086180875	0.016318528	0.017180537	0.013964662	0.01635729	0.010386639	0.011573417	0.009490428	0.010347989	0.01091691	0.03196423	0.026318376	0.047387475	0.038333011	0.074580973	0.027833603
"Phenol, 2-methoxy-4-(1-propenyl)- (4-Isoeugenol)"	Aromatic	Lignin	0.090522327	0.090708094	0.094812402	0.134092985	0.125476544	0.113662196	0.106041426	0.095997964	0.098846309	0.093453191	0.071554964	0.103868996	0.08850766	0.091579788	0.088965978	0.097255376	0.094109057	0.106287892	0.112454112	0.117628501	0.10977152	0.087291611	0.099041982	0.100052577	0.109204658	0.114975816	0.11015972	0.095346512	0.068561888	0.083968027	0.100143423	0.086973219	0.092233905	0.117725177	0.112861293	0.113365482	0.028352538	0.00807537	0.020030559	0.031151702	0.021990699	0.030349098	0.031799353	0.023368641	0.023952347	0.015125478	0.019021579	0.036420404	0.008028976	0.015146027	0.019064197	0.007608915	0.019888287	0.005916961	0.011347534	0.017039617	0.008148663	0.003157621	0.016486518	0.014345839	0.024662634	0.024697576	0.01685753	0.013460937	0.025399957	0.024469083	0.034677762	0.038494994	0.027271918	0.027638307	0.037276608	0.029259633	0.01527657	0.028853792	0.019044399	0.027101431	0.021042963	0.022190684	0.035266704	0.026732308	0.021831602	0.021765218	0.038132473	0.0260626	0.015023009	0.005799612	0.017796402	0.005701983	0.007109165	0.015236422	0.013375793	0	0	0.01688193	0.012026376	0.004638263	0.008157781	0.004559021	0.006579811	0.006200917	0.012908534	0.009107477	0.019292021	0.026635465	0.03106861	0.036194259	0.058061941	0.028416506
"Phenol, 2-methoxy-4-(1Z)-1-propen-1-yl- (cis-Isoeugenol)"	Aromatic	Lignin	0.016138502	0.01281665	0.011317458	0.020439416	0.021103451	0.018557093	0.018245161	0.014342891	0.015430413	0.016952637	0.008931948	0.014501996	0.012124144	0.012661901	0.010307439	0.016443177	0.015980783	0.014953049	0.017632992	0.016856804	0.017181629	0.012350834	0.013446711	0.015125489	0.017409438	0.016125457	0.012227272	0.012004282	0.009104639	0.012138474	0.014408204	0.01275371	0.01978566	0.021171653	0.018068594	0.017634631	0.01038513	0.001466448	0.007292679	0.005555387	0.002092171	0.003760386	0.003743924	0.003281554	0.006341928	0.00469833	0.003982216	0.005190815	0.005533682	0	0.001619628	0.00280866	0.001904198	0.006060113	0.002157214	0.003710239	0.003444851	0	0.002793549	0.001447626	0.003950929	0.003281496	0.006393139	0.005906145	0.004188085	0.008062475	0.005556323	0.004673427	0.00253581	0.007560824	0.005145222	0.008570864	0.002777558	0.004595784	0.003292171	0.004471736	0.004032008	0.003721419	0.003708458	0.002688773	0.00618271	0.002322843	0.004035544	0.008305023	0	0	0.001961087	0	0.002394278	0.003498862	0.004331727	0	0	0.001734472	0.003436107	0.000960071	0.00235762	0.001738374	0	0	0.00134799	0.001552091	0.001713585	0.004122155	0.006229413	0.008653718	0.006264147	0.00437177
"Phenol, 2-methoxy-4-methyl- (4-Methylguaiacol)"	Aromatic	Lignin	0.084947208	0.071244414	0.072565917	0.113523382	0.109839649	0.080568713	0.088070628	0.071572447	0.081124251	0.08704253	0.073666829	0.101018176	0.079516405	0.088712942	0.092285604	0.079375092	0.089492386	0.088101751	0.096222418	0.093512198	0.088771751	0.06299235	0.094219713	0.074903738	0.093234016	0.094392917	0.099646552	0.084092497	0.064761691	0.079752059	0.096298794	0.083076252	0.08762221	0.09088977	0.098433385	0.09209196	0.018145624	0.012732332	0.013574107	0.004283359	0.023823257	0.047760533	0.01177176	0.01291076	0.009975608	0.007719932	0.010468711	0.017060721	0.006340983	0.006777674	0.007476481	0.004936432	0.005374069	0.004183228	0.010431457	0.009605397	0.002199724	0.00750163	0.010410931	0.008123098	0.035582905	0.017081051	0.011466301	0.012573204	0.012758146	0.015896102	0.014317712	0.015127857	0.009521249	0.016201766	0.014700634	0.009757812	0.00610377	0.012047202	0.008975965	0.013361006	0.009682706	0.008614396	0.045810358	0.024401002	0.023228824	0.024142931	0.029753589	0.021394672	0.008257091	0.004911383	0.0083392	0.00778366	0.008122129	0.004722601	0.009025941	0	0	0.004245634	0	0.007618222	0	0.004241872	0.004445289	0.003781047	0	0.004423057	0	0	0	0.019577804	0	0.012619843
"Phenol, 2-methoxy-4-propyl- (4-Guaiacylpropane)"	Aromatic	Lignin	0.005633804	0	0	0.009646884	0.007996428	0.003835133	0.006145739	0	0.004674957	0.006068759	0.004621258	0.006494911	0.006799636	0.004841784	0.005643364	0.006801192	0.006640903	0.00621023	0.006656162	0.00717337	0.005904481	0	0.006287497	0.006079144	0.006057333	0.005860227	0.006605012	0.005204982	0	0.004707831	0.006572484	0.00497749	0.005325764	0.006203159	0.006256588	0.00597618	0.002203397	0.000559826	0	0.000240647	0.00242814	0.00293818	0.002855942	0	0	0	0	0	0	0	0	0	0.001313191	0	0.001375593	0.001800153	0	0	0.001740244	0	0.002650313	0.000979268	0.001685753	0.001634154	0.001789631	0.002006817	0.002324986	0.001094068	0.002041407	0.000960987	0.002677615	0.00105031	0	0	0	0.002899853	0.000722524	0	0.001890586	0.002082633	0.002392744	0.001435773	0.002308468	0.002567361	0.000721104	0	0	0	0	0	0.001379265	0	0.002692238	0	0	0.000950096	0	0	0	0	0	0	0	0.002187913	0	0.001536611	0.003810826	0.002433619
"Phenol, 2-Methoxy-4-vinyl- (Vinylguaiacol)"	Aromatic	Lignin	0	0	0.000156255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000329993	0	0	0	0	0.000425913	0	0	0	0	0	0.002242719	0	0	0	0	0	0	0	0.000137996	0	0	0	0	0	0.000637531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000332598	0	0	0	0	0	0	0	0.000397189	0	0	0.001924877	0	0.000505668
"Phenol, 3,4-dimethoxy-"	Aromatic	Lignin	0	0	0.004149146	0	0	0	0	0.008179708	0	0	0	0	0.009960624	0	0	0	0	0	0	0	0	0.007908868	0	0	0	0	0.009039039	0	0.011764777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005501205	0	0	0	0	0	0	0	0	0	0	0	0.002640896	0	0.000752149	0	0	0	0	0	0	0	0	0	0	0.010254673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007013974	0	0	0
"Phenol, 4-ethyl-2,6-dimethoxy- (Ethylsyringol)"	Aromatic	Lignin	0.00708627	0.008281245	0.006161923	0.013018736	0.005288576	0.005520735	0.005267776	0.004558483	0.004751345	0.002720969	0.003689553	0.00231784	0.009974673	0.00899871	0.005493981	0.007803825	0.004462782	0.010238124	0.003958665	0.005819904	0	0.006809984	0.008457518	0.007526559	0.003596991	0.003172651	0.003725318	0.008252944	0.008455438	0.00962646	0.008622953	0.011000075	0.01160362	0.007726979	0.004732893	0.01080471	0.004390593	0	0	0.004750635	0.001157566	0	0.001367972	0.006944298	0	0	0	0.002492559	0	6.48374E-05	0	0	0.002905665	0	0	0	0	0	0	0	0.001349696	0.00468045	0.003069343	0	0	0.004013634	0.0052148	0.003282205	0	0.002763831	0.005578366	0.002070257	0	0	0	0	0.000598915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000756568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phenol, 4-ethyl-2-methoxy- (Ethylguaiacol)"	Aromatic	Lignin	0.035651419	0.030297238	0.030015099	0.042831643	0.043223936	0.02087673	0.033746689	0.030673906	0.031777484	0.034047733	0.02832384	0.04424968	0.036386482	0.034083608	0.036847849	0.030580299	0.036104733	0.035698722	0.037251154	0.035928371	0.032590551	0.026775618	0.034126825	0.03329055	0.034243358	0.036446154	0.037938825	0.028135036	0.026759721	0.031619759	0.033137038	0.034895568	0.032876924	0.035600741	0.038833993	0.030790625	0.010125906	0.007101041	0.010190304	0.014148065	0.012598838	0.024182548	0.010271791	0.007027166	0.003620071	0.003004136	0.003722208	0.011071319	0.005739177	0.007970683	0.007128352	0.00211075	0.006530693	0.00265627	0.008953914	0.005647808	0.002988304	0.005840685	0.00570922	0.003409466	0.015705558	0.006321198	0.007903955	0.008623696	0.008143498	0.009224316	0.009418165	0.010359881	0.00623586	0.006035952	0.011773633	0.007025072	0.00202316	0.004729642	0.003484092	0.006138474	0.003914285	0.004575967	0.020238968	0.011827492	0.012592468	0.013388352	0.014962293	0.009899898	0.003761316	0.003709662	0.004013813	0.004050218	0.002891552	0.003188618	0.007086633	0	0	0.00418527	0.005066056	0.004089651	0.0052577	0.003092205	0.002291184	0.004348204	0	0.004262219	0.006771121	0.005628327	0.00734349	0.007864025	0.012626428	0.006105906
