Compound	Type	Source	3-1_R	3-2_R	3-3_R	6-1_R	6-2_R	6-3_R	7-1_R	7-2_R	7-3_R	9-1_R	9-2_R	9-3_R	20-1_R	20-2_R	20-3_R	22-1_R	22-2_R	22-3_R	24-1_R	24-2_R	24-3_R	31-1_R	31-2_R	31-3_R	41-1_R	41-2_R	41-3_R	50-1_R	50-2_R	50-3_R	58-1_R	58-2_R	58-3_R	100-1_R	100-2_R	100-3_R	MS-1_S	MS-2_S	MS-3_S	MS-4_S	MS-5_S	MS-6_S	MS-7_S	MS-8_S	MS-9_S	MS-10_S	MS-11_S	MS-12_S	MS-13_S	MS-14_S	MS-15_S	MS-16_S	MS-17_S	MS-18_S	MS-19_S	MS-20_S	MS-21_S	MS-22_S	MS-23_S	MS-24_S	MS-25_S	MS-26_S	MS-27_S	MS-28_S	MS-29_S	MS-30_S	MS-31_S	MS-32_S	MS-33_S	MS-34_S	MS-35_S	MS-36_S	MS-37_S	MS-38_S	MS-39_S	MS-40_S	MS-41_S	MS-42_S	MS-43_S	MS-44_S	MS-45_S	MS-46_S	MS-47_S	MS-48_S	MS-49_S	MS-50_S	MS-51_S	MS-52_S	MS-53_S	MS-54_S	MS-55_S	MS-56_S	MS-57_S	MS-58_S	MS-59_S	MS-60_S	MS-61_S	MS-62_S	MS-63_S	MS-64_S	MS-65_S	MS-66_S	MS-67_S	MS-68_S	MS-69_S	MS-70_S	MS-71_S	MS-72_S
"1,3,5,7-Cyclooctatetraene"	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012817	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01398296	0.014225126	0.014897042	0	0.002009284	0	0.000667597	0	0.022459107	0	0	0	0	0	0.008833678	0	0	0.001655835	0	0.00921791	0.002749108	0.027684529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024526795	0	0	0	0.005144415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1,3,5-Cycloheptatriene"	Aromatic	Unknown Origin	0.002024648	0.004461957	0.001740876	0.001523192	0	0	0	0.000856313	0	0	0	0	0.003596502	0.001000211	0.003917159	0	0	0	0	0	0	0.005122965	0.002411134	0.000613342	0	0	0	0	0	0	0	0	0	0	0	0	0.006221357	0.006027628	0.008303931	0.001046178	0.009972171	0.009576289	0	0.000401079	0	0.00053795	0	0.000323065	0.000635566	0	0.000538771	0	0	0	0	0.000372398	0	0	0	0	0.014110462	0	0	0.000393139	0	0	0.000125838	0.000571347	0	0	0	0	0.00037377	0	0	0	0.000551826	0.000691908	0	0	0.01584101	0	0.006019117	0.002742408	0	0	0	0	0	0	0.000574543	0.000628309	0.009934943	0.001181131	0.000841406	0	0	0.000806748	0	0	0.00079779	0	0	0.000637349	0.00085674	0	0	0
"1,3,5-Cyclooctatriene"	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000509515	0	0.000736078	0	0	0	0	0	0	0	0.001351862	0.001559557	0	0	0	0	0	0	0.001068042	0	0	0	0	0	0	0.000967448	0.001396028	0	0	0	0	0	0	0.000440275	0	0	0	0	0	0	0	0.000253335	0	0	0	0.000902466	0.001480045	0.001109415	0	0	0.000495431	0	0	0	0	0	0	0.000754341	0.001208019	0	0	0	0	0	0	0.00021245	0	0	0	0
"1H-Inden-1-one, 2,3-dihydro-"	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001083649	0.003934059	0.004248991	0	0	0	0
"2,3,5-Trimethylnaphthalene"	Aromatic	Unknown Origin	0.00365317	0.003286791	0.002983854	0	0	0.000197942	0	0.003024788	0.000701244	0	0	0	0.005633583	0.002580161	0.002738691	0.0003175	0.000578859	0.004445501	0.005500092	0.002448543	0.005304487	0.005633714	0.005119024	0.00356426	0	0	0	0.003938905	0.002216782	0	0.00068471	0.004640933	0.000577206	0.00092508	0.004139596	0.000939114	0.001944174	0.005267982	0.007506598	0.000768409	0.002611395	0.005441073	0	0	0	0	0	0	0	0.004910356	0.003912305	0	0.004076394	0	0.003634757	0.003407923	0.001438813	0.002464039	0.000648775	0.001827697	0.006110444	0.005906693	0.001924303	0.005543805	0.002113432	0.002112439	0	0	0	0	0	0	0	0	0	0	0.000208958	0	0.002666211	0.004165267	0.003493056	0.004225013	0.00071306	0.002392313	0	0.001206946	0	0.001124558	0	0	0.004766712	0	0.007081756	0.002575551	0.003810555	0.001334124	0.008700242	0.004895992	0.005913996	0.000531237	0.00567129	0.006694901	0.000582543	0.002061078	0.003075479	0.003158772	0.000593704	0
"2,3,6-Trimethylnaphthalene"	Aromatic	Unknown Origin	0.000510564	0.00125045	0.000379603	0.002694878	0.00052123	0	0.001297739	0.000759747	0.005698558	0.004159807	0.001664647	0.001685702	0.002627132	0.001025694	0.00080169	0.002088818	0.000651069	0.001387535	0.001272845	0.001464204	0.001745435	0.000403956	0.001639571	0.00079246	0.003165352	0.006489513	0.006136491	0.003860752	0.007236209	0.003671405	0.003844629	0.004446085	0.006545632	0.005744665	0.000958714	0	0.00648058	0.004128512	0.007642728	0.003374768	0.009010078	0.001487227	0	0.002021968	0	0.001764057	0.001642151	0	0.002143017	0.013607218	0.006896266	0.002076706	0.007235951	0.005519316	0.002866434	0.001363169	0.001701673	0.009527618	0.005755016	0.006725776	0.002576693	0.001290146	0.001566478	0.003043657	0.008996626	0.007904042	0	0.001985531	0	0	0.001535691	0.002291084	0.003960592	0	0.001564889	0.004891808	0.005606552	0.001104021	0.001116173	0.007957524	0.00281191	0.003164187	0.008259186	0.003209201	0.006921712	0.009387361	0.005113487	0.00726324	0.004051856	0.005653333	0.010475892	0	0	0.00905467	0.014140904	0.00329167	0.009159248	0.006580847	0.011299258	0.008072536	0.009184104	0.009971984	0.002042685	0.001950097	0	0.001044698	0	0.001879861
2-Cyclohexen-1-one	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001044796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2H-1-Benzopyran-3,4-diol, 2-(3,4-dimethoxyphenyl)"	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000596508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-Methoxy-5-methylphenol	Aromatic	Unknown Origin	0	0	0	0.002135073	0.002199336	0.000770119	0.001701053	0.001167313	0.001970815	0.001310624	0.0005466	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001438797	0.001429004	0.000485663	0.000892506	0.000546278	0	0	0	0	0	6.25659E-05	0	0.00066912	0	0	0	0	0.001523501	0	0.001823085	0.000389226	0	0.000362642	0.000885706	0	0	0	0	0	0	0	0.001731445	0	0	0	0.000268286	0.001472396	0.000309151	0.000803118	0	0	0	0.001852108	0.001742405	0.000189787	0.000722726	0.002139467	0.000306398	0.00020746	0.000505685	0	0	0	0	0.001033763	0.000822174	0.001868785	0.00066576	0.001232893	0.000937476	0	0	0	0	0	0	0.000596292	0.014733388	0.06174589	0.009980259	0.01134356	0	0.009075792	0	0	0	0.005713613	0	0.013390932	0.013492131	0.01663269	0	0.031729624	0
3-Ethyl-7-hydroxyphthalide	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000724785	0.001354055	0	0	0	0.001500375	0	0	0.001314601	0	0	0	0	0	0	0.00093816	0	0.000970673	0	0	0	0	0	0	0	0	0.000309401	0	0	0.00023877	0	0	0	0.000489181	0	0.001915842	0	0	0	0	0	0	0	0	0.001851119	0	0.003038892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-Methylthiophene	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000250428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176942	0	0	0	0.000260852	0	0	0	0	0	0	0	0	0.000230542	0	3.47125E-05	0	0	0	0	0	0	0	0	0	0	8.1492E-05	0	0	0	0	0	0.000334623	0	0	0	0	0	0	0	0
3-Methylthiophene-2-carbonitrile	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111875	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-Hydroxy-2-methylacetophenone	Aromatic	Unknown Origin	0.013497657	0	0.014513183	0	0	0	0	0	0	0	0.000147831	0	0.000140488	0	0	0	0	0	0	0	0	0.017334504	0.018472999	0.022977717	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000117415	0	0	0	0.000481233	0	0	0	8.43603E-05	0	0	0.000243658	0	0	0	0	0.000108955	0.000406324	0.000145661	0	0.000111156	0	0	0	0	0	0	0.000144644	0	0.000972028	0	0	0	0.00024151	0	0	0	0.000134935	0	0	0	0.000292071	0	0	0.000190217	0	0	0.000100821	0	0.000148823	0.000132141	0	0	0	0	0	0	0.000651979	0	0.000377636	0.0002002	0.000305491	0	0	0	0	0	0	0	0.000215892	0.000158841
7-Methylindan-1-one	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000224488	0	0.000619187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001668211	0	0	0.001078529	0.001365059	0.001656206	0	0	0	0	0.000991815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001240125
Acenaphthene	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0.017280067	0.018315958	0.018589906	0.020721077	0.012903003	0.017782005	0.016582019	0.016241592	0.019499786	0	0	0	0	0	0	0	0	0	0	0	0	0.021576207	0.020091198	0.022253224	0.000580012	0.001154332	0.000824559	0.0012902	0.000545186	0	0	0.000626478	0	0	0	0	0.001150771	0.002264988	0.002022463	0.00051407	0.001155213	0.003085727	0.000786053	0.00055791	0.000878506	0.000730086	0.00152195	0.001328387	0	0.000506041	0.001125956	0.000826136	0	0.001223454	0	0	0	0	0	0	0	0	0	0	0	0.000323901	0	0	0.001938646	0	0	0	0.000934765	0.002595022	0.003500631	0.000658443	0.00038861	0	0.001486199	0	0	0.001470881	0	0.000857829	0.002962672	0.000648174	0.003544481	0.00198505	0.001642135	0.001777265	0	0	0	0	0	0
Acenaphthylene	Aromatic	Unknown Origin	0	0	0	0.023043163	0.022501873	0.025516003	0.020440068	0.010451849	0.019555375	0.024218053	0.017640286	0.022434712	0.005998852	0.002898699	0.00434871	0.007720272	0	0.003111851	0.006959777	0.00676733	0.00713174	0.002321585	0.001546835	0.003853743	0.025754458	0.021762811	0.018283771	0.018131468	0.01535913	0.017566533	0.020870841	0.011602334	0.017851724	0.006769535	0.006243104	0.007235797	0	0.010750646	0	0.013161594	0.005650388	0.035790171	0	0	0	0	0.001029081	0	0.004579599	0	0	0	0	0.002703988	0	0	0	0.009162575	0	0.012315064	0.01138653	0.012970545	0	0.010725269	0.010761051	0.010755834	0.004439804	0.006577917	0.005566023	0.013231442	0.010671085	0.005341263	0	0.008611518	0	0	0.008152309	0	0.025692582	0.01554204	0	0.012455557	0.020519717	0.014626176	0	0.006862004	0.000353729	0.000812306	0	0.00558439	0	0	0	0	0	0	0	0	0	0	0.001053844	0.002694044	0	0	0	0.009607931	0.038762479	0.013756503
Asarone	Aromatic	Unknown Origin	0	0	0	0	3.8393E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Benzene, 1,4-dimethoxy-2,3,5,6-tetramethyl-"	Aromatic	Unknown Origin	0	0	0	0.006978043	0.009000749	0.002845421	0.001038465	0.001874516	0	0.003832151	0.00131681	0	0	0	0	0	0.001420514	0	0.00138962	0	0.001718163	0.001348067	0	0	0.000618683	0.002700686	0.002925403	0	0.013253187	0.004075436	0.001744729	0.003223855	0.003481086	0	0.001833827	0	0	0	0	0	0	0	0.001055979	0.001690497	0	0	0	0.003097549	0	0	0.000353102	0	0	0	0	0.000629366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001748042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Benzene, heptyl-"	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000948172	0	0.003668681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052017	0	0	0	0	0	0	0	0	0	0.0005502	0.000552882	0	0	0	0	0	0.000603304
"Benzene, pentyl-"	Aromatic	Unknown Origin	0.000347711	0.000451704	0.000441399	0	0.002212048	0	0.001577589	0	0	0	0	0	0	0	0.000330303	0.000362619	0.000376436	0.000223622	0.000171659	0	0.000166362	0.000374549	0	0.000320241	0.001971151	0.002189391	0	0	0.002612635	0	0	0	0	0	0	0	0	0	0	0	0	0.002406164	0	0	0	0.00392983	0.00100308	0	0	0	0	0.004000212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001254802	0	0	0.001018544	0	0.00284614	0	0	0	0	0	0.00267833	0	0	0	0	0	0	0.00437148	0.006304802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beta-Pinene	Aromatic	Unknown Origin	0	0	0	0	0.000241546	0	0	0.000370643	0	0	0.000475791	0	0	0	0	0	0	0.000308491	0	0.000184564	0.006299931	0	0	0	0	0	0	0.000215702	0	0.00081333	0.000300247	0.000302901	0.000489435	0	0	0	0	0	0	0	0.001233923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000206124	0	0	0.000436587	0	0	0	0	0.000913097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000602321	0	0	0.000790132	0.000783169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000966579	0	0	0
Cyclobut-1-enylmethanol	Aromatic	Unknown Origin	0.002464789	0.002754294	0.001924498	0	0	0	0	0.000183191	0	0	0	0	0.002093276	0.002150134	0.000942774	0.001009317	0.002071583	0.00210151	0.001833364	0.001796419	0.002509063	0.002135859	0.002633701	0.001612059	0	0	0	0	0	0	0	0	0	0.002535204	0.002170928	0.001567523	0	0.000277436	0	0	0	0	0	0	0	0	0	0	0.000433007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188417	0	0	0	0	0.001293423	0	0.000300575	0	0	0	0	0.000913318	0	0	0	0	0.000572861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cyclopentane, bromo-"	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00036184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dimethylbenzofuran	Aromatic	Unknown Origin	0.000237676	0.000855667	0.000233058	0.002082998	0.0018688	0.001840245	0.001851952	0.001562097	0.000988463	0.000712296	0.001801297	0.000637096	0.000195279	0.000140794	0.000343581	0.000367632	0.000198872	0.000379888	0.000359666	0.000425727	0.000249543	0.000383835	0.000413602	0.0001366	0.002661774	0.002700686	0.001748386	0.00217265	0.00205844	0.002248516	0.001444482	0.001806776	0.002112454	0.000160473	0.000686337	0.00042687	0.003985557	0.002278939	0.001779414	0.002829613	0.005925272	0.003010727	0.001247975	0.00293351	0.00382421	0.005134977	0.003352724	0.000871186	0.003111779	0.004841196	0.003464711	0.003081015	0.004372602	0.00334022	0.003841613	0.003833914	0.003389512	0.004307506	0.003007263	0.004341014	0.003300621	0.002866991	0.003164763	0.002445796	0.002307324	0.002376494	0.004702515	0.008482406	0.00126312	0.001273904	0.001271867	0.005051427	0.001299623	0.000752578	0.000662863	0.001283253	0.001319968	0.005251336	0.003696338	0.003745632	0.003964619	0.004426204	0.00217167	0.00322865	0.004206442	0.001595329	0.003665582	0.003710814	0.002688959	0.003878049	0.001642069	0.000724832	0.000659891	0.004346242	0.004361213	0.001321656	0.004485736	0.00346882	0.004445289	0.004159152	0.002729838	0.00367918	0.001573624	0.002330603	0.00400126	0.003339743	0.001437646	0.003497416
D-Limonene	Aromatic	Unknown Origin	0.002890259	0.001854558	0.002577767	0.00016013	0.000181795	0	0.000130048	0.000177511	0.000132763	0.000217962	0.000172676	0.000234263	0.00470636	0.001751961	0.003983551	0	0.001751967	0.001616546	0.001471362	0	0	0.00067326	0	0.001157932	0.000397108	0.000489008	0.00037596	0.000631475	0.000367352	0.000157045	9.57496E-05	5.73917E-05	0.000159178	0	0	0	0.001514836	0	0	0.002172831	0	0	0	0	0	0	0	0.001258379	0	0.000907724	0	0	0	0	0	0	0	0	0	0	0	0.000386871	0.000709289	0.000409444	0	0.000903068	0.000254829	0	0	0	0	0	0	0	0	0	0	0	0.000413263	0	0	0	0	0	0	0	0.00165501	0	0	0	0	0	0.000864735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ethanone, 1-(3-hydroxy-4-methoxyphenyl)-"	Aromatic	Unknown Origin	0	0	0	0.001271931	0.00165268	0.004144417	0.001742207	0.001576298	0.000849437	0	0	0.000906065	0	0	0	0	0	0	0	3.88814E-05	0	0	0	0	0	0	0.000867336	0.00217265	0.004227719	0.003056577	0.00162939	0.002267326	0.003495963	0	0	0	0	0	0	0	0	0.001511409	0	0	0.000838332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001036392	0.001102172	0.001290233	0.000722726	0	0	0	0.000468502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001120377	0	0.00335169
Fluoranthene	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000543444	0.000519804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Furan, 2-[(methylthio)methyl]-"	Aromatic	Unknown Origin	0.001569836	0.001118244	0.000978139	0	0	0	0	0	0	0	0	0	0.001629665	0.001092587	0	0	0	0.001724316	0	0	0	0.002507312	0	0.000830454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydroquinone	Aromatic	Unknown Origin	0.002288733	0.001399182	0.002789639	0	0	0.00061857	0.001111171	0.000931578	0	0.001510067	0.001341656	0.001198584	0.002697376	0.001536948	0.002207551	0.001671055	0.00124295	0.00165696	0.001191103	0.001117225	0.001294077	0.002878766	0.002893361	0.00215303	0	0	0	0.000915952	0.000916798	0.001537072	0.001539682	0.000743966	0.001469792	0.001537305	0.001456275	0.001230225	0	0	0	0.002544056	0	0.001982969	0	0.00163912	0.003483978	0	0	0.014882757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006472656	0.002826253	0	0	0.021148181	0	0.000602853	0.000493995	0	0.00032296	0	0.000871563	0.001266674	0.001059666	0.000768142	0	0	0	0	0	0	0.000869402	0	0	0	0	0	0	0	0	0.001814334	0	0.002797344	0.001695709	0.009659981	0	0	0	0	0	0.002515528	0	0	0	0.001547228	0
Indane	Aromatic	Unknown Origin	0	0	0	0.001484136	0.002046781	0.002474279	0.002249779	0.002811775	0.002215257	0.001681018	0.001987638	0.00142541	0	0	0	0.000177132	0	0	0	0	0	0	0	0	0.001256069	0.000677794	0.00096904	0.001703733	0.001239814	0.001630174	0.002489855	0.00309986	0.002082701	0	0	0.003834832	0.001733555	0.002922987	0.003889429	0.00835904	0.004337054	0.000874199	0.001427971	0.001453496	0.00172838	0.005955875	0.00149162	0.001108342	0.002818215	0.003734637	0.002055618	0.002025639	0.002863349	0.002592647	0.004669038	0.005455426	0.006613006	0.005092348	0.002534039	0.003446728	0.002061354	0.003955066	0.007076982	0.002083456	0.002850224	0.002200457	0.002522019	0.001688377	0.003030213	0.001054703	0.002480732	0.003105386	0.001495081	0.001472436	0.002376859	0.001666738	0.002016004	0.002825522	0.00155125	0.005595134	0.003283473	0.002816675	0.0072674	0.002217266	0.003605522	0.004859135	0.002932466	0.003710814	0.002044345	0.002102764	0.004730463	0.003988395	0.002867819	0.004627943	0.006057241	0.003079707	0.010870087	0.004519377	0.004778196	0.005161129	0.008803197	0.006594376	0.007414188	0.00385263	0.003169626	0.002665214	0.003238384	0.002113022
Mequinol	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006131864	0.016764112	0	0	0	0.017282667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002427323	0	0.003778849	0	0	0	0	0	0	0	0	0	0	0	0.002504659	0	0	0	0	0	0	0	0	0.000334801	0	0	0	0	0	0	0	0	0	0	0	0.001511917	0.00097846	0	0	0.000176598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000684137	0	0	0
Monobenzone	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001988829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002981286	0	0	0	0	0	0	0	0	0	0.004024819	0	0.002575551	0	0.002830338	0	0.000876125	0	0.001071927	0	0	0	0	0	0	0	0
"Naphthalene, decahydro-4a-methyl-1-methylene-7-É"	Aromatic	Unknown Origin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001929202	0	0	0	0	0
"Phenol, 2-methoxy-5-(1-propenyl)-, (E)-"	Aromatic	Unknown Origin	0.002464789	0.006132895	0.005490998	0	0	0	0	0	0	0	0.003838626	0	0	0.000444361	0.000340262	0.002473161	0.000223731	0.00487658	0.006002224	0.003974268	0.003259055	0.004271717	0.000328285	0.006893315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Resorcinol (Dihydroxybenzene)	Aromatic	Unknown Origin	0.000755575	0	0.000432571	0.005832394	0.013729956	0	0.007366655	0.004203461	0.008234646	0.006439153	0.007428797	0.003681276	0.029362065	0.031853839	0.033528223	0	0.000121927	0	0	0.000477404	0	0.000763028	0.000617621	0.00123754	0.006819896	0.021893913	0.034396344	0.014083149	0.001325319	0.000750091	0	0	0	0.033308269	0.03195714	0.03372973	0.000320789	0.000597809	0	0	0	0.000305909	0	0	0.001261581	0	0	0	0.000230448	0.000352716	0	0	0.000469702	0.000462859	0.000520095	0.000439732	0.000208905	0.000344965	0	0	0	0.000901548	0.000454835	0	0	0.000716469	0	0	0	0.000378041	0	0	0.000509219	0.00033167	0.000996509	0	0	0	0.000334488	0.000511333	0	0.000691366	7.0793E-05	0.000569876	0	0.000451081	0	0	0.001018489	0	0.000346176	0.007630766	0.000444805	0	0	0	0.000527856	0	0	0	0.000347049	0.00050262	0.000196703	0	0	0.001071021	0.00050702	0
"Spiro[2.4]hepta-4,6-diene"	Aromatic	Unknown Origin	0	0	0	0	0.000364861	0	0.00062692	0	0.000340691	0	0	0	0	0	0	0	0	0	0	0	0	0.00060516	0	0	0.00081292	0.000287112	0.000278828	0.000422026	0.000532028	0.00173206	0.000389955	0.001085837	0	0	0	0	0.000754988	0	0.001748298	0	0.00073455	0.000305909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001222894	0	0.00057756	0	0	0	0.00015327	0	0	0	0	0	0	0	0	0	0.000809096	0	0	0	0	0.000604745	0.000470924	0.001175413	0	0.00016621	0.000523197	0	0.002786601	0	0	0.001477086	0.001153073	0.00029724	0	0	0	0.001317175	0	0	0.003012918	0	0.000731633	0.00134799	0.00087858	0.00068846	0	0	0	0	0
